0,9.447,28.1
1,11.081,29.2
2,11.468,30.3
3,12.514999999999999,32.0
4,13.293000000000001,31.3
5,13.728,33.6
6,15.846,33.8
7,17.345000000000002,34.1
8,19.304,37.7
9,21.151999999999997,39.7
10,22.526,39.1
11,22.889999999999997,40.2
12,23.126,41.4
13,24.166999999999998,41.8
14,26.945999999999998,43.3
15,26.905999999999995,43.0
16,27.18,44.6
17,27.901,44.2
18,28.551000000000005,44.8
19,29.558999999999997,45.9
20,29.813,46.6
21,30.932,47.2
22,31.516000000000002,47.9
23,32.165000000000006,48.2
24,32.452999999999996,48.4
25,32.553999999999995,49.1
26,33.153,49.8
27,33.707,50.3
28,34.52499999999999,50.2
29,34.283,50.8
30,34.577999999999996,51.3
31,35.237,51.7
32,35.07800000000001,52.2
33,35.797,52.4
34,35.861000000000004,52.5
35,35.821,52.8
36,35.655,53.2
37,35.803000000000004,53.2
38,36.75,53.5
39,35.75,53.8
40,35.86,54.1
41,36.44499999999999,54.3
42,36.61300000000001,54.4
43,37.173,54.9
44,36.839999999999996,54.9
45,37.652,54.9
46,36.721,55.0
47,37.377,55.2
48,37.06900000000001,55.2
49,37.663,55.5
50,37.257000000000005,55.7
51,37.010000000000005,55.5
52,36.75600000000001,56.0
53,38.071000000000005,55.9
54,37.625,56.0
55,37.763999999999996,56.0
56,37.957,56.1
57,38.013000000000005,56.2
58,38.306,56.1
59,37.33399999999999,56.3
60,36.91199999999999,56.6
61,37.181,56.5
62,37.278999999999996,56.4
63,37.848,56.4
64,38.223,56.6
65,38.617000000000004,56.6
66,39.647,56.7
67,38.120000000000005,56.7
68,38.327000000000005,56.7
69,38.3,56.7
70,36.877,56.9
71,38.144,56.8
72,37.784000000000006,57.1
73,37.763999999999996,57.2
74,38.24400000000001,57.1
75,37.206,57.1
76,38.226,57.2
77,38.109,57.5
78,37.815999999999995,57.3
79,38.348,57.5
80,38.470000000000006,57.5
81,37.943,57.5
82,37.821,57.5
83,37.376999999999995,57.5
84,39.631,57.5
85,38.95399999999999,57.7
86,38.45,57.8
87,38.20299999999999,57.8
88,37.799,57.8
89,39.16,57.8
90,38.481,57.9
91,39.082,57.9
92,38.876999999999995,57.9
93,37.76299999999999,57.9
94,38.732000000000006,57.9
95,39.443,58.0
96,38.23699999999999,58.0
97,38.962,58.0
98,39.144,58.0
99,38.573,58.1
100,37.914,58.1
101,38.93,58.2
102,37.993,58.2
103,39.49100000000001,58.3
104,39.586,58.2
105,38.937,58.3
106,39.317,58.3
107,38.28,58.3
108,38.029999999999994,58.4
109,39.487,58.4
110,39.535999999999994,58.5
111,39.69599999999999,58.5
112,39.749,58.5
113,38.652,58.5
114,39.340999999999994,58.5
115,39.18000000000001,58.5
116,39.049,58.6
117,39.532000000000004,58.6
118,39.002,58.7
119,38.168,58.7
120,39.89,58.7
121,40.277,58.7
122,38.698,58.7
123,37.635000000000005,58.7
124,38.499,58.7
125,38.606,58.9
126,39.894999999999996,58.8
127,38.427,58.9
128,39.971999999999994,58.9
129,39.908,58.9
130,39.187,59.0
131,39.75,59.1
132,38.272000000000006,59.0
133,39.564,59.0
134,39.194,59.1
135,39.11900000000001,59.1
136,39.91400000000001,59.1
137,39.097,59.1
138,39.30500000000001,59.3
139,39.425,59.2
140,38.411,59.3
141,38.67700000000001,59.3
142,40.00699999999999,59.4
143,39.638999999999996,59.3
144,40.287,59.3
145,39.400999999999996,59.3
146,39.382,59.4
147,38.260999999999996,59.4
148,39.938,59.5
149,38.801,59.5
150,38.484,59.5
151,40.052,59.5
152,39.883,59.5
153,40.01899999999999,59.5
154,39.50300000000001,59.5
155,40.667,59.5
156,39.241,59.5
157,38.75,59.5
158,39.563,59.5
159,39.86699999999999,59.5
160,39.719,59.5
161,39.726000000000006,59.5
162,39.57,59.5
163,39.554,59.6
164,40.135000000000005,59.5
165,39.909000000000006,59.5
166,40.553,59.5
167,39.54600000000001,59.6
168,39.12500000000001,59.5
169,39.858999999999995,59.6
170,40.068,59.5
171,39.45700000000001,59.5
172,40.183,59.5
173,39.867999999999995,59.5
174,38.397999999999996,59.5
175,38.493,59.5
176,39.34499999999999,59.7
177,38.998000000000005,59.7
178,39.016000000000005,59.7
179,39.160999999999994,59.7
180,38.965,59.7
181,38.804,59.7
182,40.151,59.7
183,39.048,59.7
184,38.873000000000005,59.8
185,39.24500000000001,59.8
186,38.686,59.8
187,39.709999999999994,59.8
188,39.152,59.8
189,40.17999999999999,59.8
190,38.910000000000004,59.8
191,39.596999999999994,59.8
192,39.687,59.8
193,39.965,59.8
194,40.897999999999996,59.8
195,39.347,59.8
196,39.134,59.8
197,39.589999999999996,59.8
198,39.97,59.8
199,38.492000000000004,59.8
